id,result
14736,1
96712,0
56574,1
6618,1
15304,0
87698,1
45982,0
50480,1
47805,0
40139,1
76573,1
12559,1
2151,1
82759,0
68847,1
8411,0
24624,1
70929,1
53770,1
55613,0
26958,0
39743,1
58980,1
39955,1
85607,1
26913,1
53634,1
87144,1
72618,1
38162,1
86671,1
77725,0
67598,1
22082,1
66904,1
85545,1
95262,1
22665,1
34692,1
84390,1
80039,1
72091,1
13888,1
96367,1
83031,1
33112,1
84259,1
68621,1
55750,1
28793,1
8815,1
47908,1
29978,1
36451,1
21610,1
17677,1
88566,1
40386,0
91347,1
11380,1
19127,0
47962,1
83467,1
1780,1
90755,1
43824,1
90294,1
52121,0
32805,1
3544,1
32070,1
91019,1
21069,1
7655,1
53277,1
49836,1
83777,1
90636,1
2041,1
95450,1
56523,1
50350,1
48824,1
77289,1
62360,0
44525,1
58237,0
27058,1
63735,1
17804,1
71888,1
83791,1
67053,1
4650,0
31688,1
5225,1
75083,0
57980,1
38516,1
12243,0
9411,1
68760,1
88722,1
94344,0
28282,1
30711,1
33558,1
1695,1
14725,1
83429,1
53445,1
84880,1
36886,1
92899,1
1881,0
55821,1
59755,1
88688,1
37305,1
97817,1
17802,1
28377,1
25046,0
43519,1
22201,0
42943,1
20512,0
26525,1
62619,0
65731,0
80998,0
57117,1
6174,1
3834,1
21943,1
4482,1
68612,1
43112,1
15452,1
48991,0
70898,1
1968,1
9120,1
48465,1
64851,1
93540,0
48396,1
4613,1
22670,1
2318,0
56677,1
96912,1
35401,0
28934,0
83561,1
78182,1
7294,1
2465,1
41483,1
88506,1
99112,1
54745,1
64879,1
92087,1
88747,1
59626,1
84516,0
39008,0
11410,0
25264,0
23368,1
60760,1
21701,1
12742,1
86866,1
39082,1
66416,1
92283,0
8467,1
45601,1
50066,1
92917,1
34210,1
60566,0
34241,1
88918,1
20863,1
57171,1
46501,1
90674,1
68098,1
98945,1
49487,1
80205,1
37579,1
75885,1
4674,1
53518,0
52533,1
26463,0
91840,1
52283,1
44099,1
73623,1
73874,1
7580,1
38676,1
15462,1
41178,1
25752,1
43339,1
46660,0
3836,1
32409,0
44205,1
12307,1
312,1
96677,1
39073,1
3777,1
68051,0
86902,0
4280,1
2456,0
2263,1
10050,1
67354,1
43352,0
44358,0
10523,0
15331,1
64498,1
30371,1
95048,1
54307,1
64782,1
59818,0
25229,1
82461,0
56063,1
67126,1
30334,0
56208,1
97012,0
47253,0
12577,1
81473,0
92982,0
9277,0
90296,1
96773,1
13703,0
95987,1
86722,1
40476,0
96291,1
62355,0
26448,1
54907,1
30422,1
76509,1
36848,1
26098,1
44066,1
44439,0
78785,0
97977,0
72070,1
47342,1
66333,1
97934,1
29591,1
76785,1
90770,1
1500,0
37785,1
81715,1
70610,1
82022,1
41736,1
20108,1
66793,0
45573,1
53489,1
12104,1
34771,1
62385,1
16188,1
38401,1
74068,1
78370,1
3735,1
26923,1
70085,1
99703,1
67543,1
18099,1
81987,1
80588,0
59674,1
20455,1
9255,1
71779,1
58844,1
82019,0
57488,1
89778,0
54155,1
30862,0
14065,1
38756,1
8097,1
63869,1
18884,0
61421,1
83770,1
52164,1
77438,1
22907,0
945,1
18791,0
62376,1
38773,1
14864,1
94927,1
42965,1
12848,1
7834,1
5442,1
80534,1
38075,0
13303,1
73997,1
59375,1
53319,1
96666,1
80957,1
71960,1
6369,0
68357,0
2090,1
21195,0
26078,1
58345,1
53957,1
20934,0
78512,1
89226,1
5580,1
92580,1
16685,1
79591,0
81595,1
90218,1
29228,0
46372,1
57903,1
40540,1
4287,1
19103,1
56972,1
45038,1
70348,0
73573,1
92731,1
68377,1
17343,1
69569,1
51345,1
73358,1
84146,1
44064,0
74877,1
37313,1
73532,1
54048,1
13648,1
22263,1
10331,1
65926,0
15011,1
86878,1
15424,1
61151,1
97231,1
87987,1
6780,1
73338,1
78140,1
92028,1
83185,1
46410,1
11077,1
6689,1
7469,1
9229,1
82713,1
80838,1
82924,0
10728,1
86604,1
68879,1
37925,1
68665,1
53560,1
40169,0
40056,1
29520,1
20219,1
42253,1
10589,1
65058,0
38655,1
53838,1
28412,1
84074,1
10200,1
16801,1
30114,0
50547,1
11812,1
7865,1
14104,1
46971,1
79818,1
45618,1
16547,1
29550,1
71678,1
83794,0
32517,1
59072,1
31261,0
54801,1
12530,1
58339,1
88946,0
12647,1
59151,1
83614,1
65723,1
34856,1
99620,1
17408,1
19256,1
72719,1
15601,0
43418,1
50902,1
40131,1
10347,0
35508,1
96595,0
33245,1
73817,1
39351,0
70401,1
77907,0
96762,1
5186,0
57071,0
2542,1
71695,1
15911,1
14732,0
46129,0
70968,1
95661,1
76838,1
23775,1
60189,1
24467,1
13080,1
18577,1
55397,0
97891,1
58747,1
84591,1
97662,1
83870,0
75828,1
42084,1
81901,1
33366,0
2837,1
69697,1
2271,0
46665,0
24602,1
55670,1
1560,1
76137,1
139,1
54011,1
15973,1
54286,0
47734,1
77768,1
17239,1
44964,1
93672,1
40774,1
71440,1
74227,0
82790,0
4579,0
10678,1
54127,0
99419,1
68718,1
87721,1
79409,1
16706,1
26050,1
1613,1
72914,1
76809,1
22926,1
32143,1
46515,1
54424,0
10717,1
48711,1
43949,1
71467,1
41532,0
73180,1
82471,0
78197,1
14246,0
56101,1
45160,1
20009,1
61255,0
73752,0
89954,1
89518,1
90938,1
97956,0
38933,1
8937,1
72391,0
74931,0
31451,1
85847,1
88734,1
58022,0
2713,1
16205,0
19026,0
78519,1
13128,1
24760,0
24024,1
41465,1
91206,1
41628,1
26242,1
2441,1
79026,1
54727,1
30848,1
70514,1
3460,0
82317,1
82495,0
72359,1
76315,0
753,1
52845,1
27747,1
49862,0
26185,1
24443,0
95028,1
24792,0
32455,1
64962,1
1812,1
69413,1
16967,1
24311,1
12584,1
89639,1
89931,1
63804,1
64108,1
9986,1
22793,1
34050,1
97213,1
73738,1
19470,1
44917,1
68653,0
18481,1
57757,1
52667,1
61054,1
15274,1
33443,1
62597,1
54344,1
17014,0
84507,1
73097,0
30328,1
12396,1
1150,1
33818,1
109,1
72615,1
9885,1
61426,1
38153,1
71360,0
60089,1
84147,1
46912,1
61765,0
22622,1
71869,1
74914,1
62657,1
8835,0
3382,1
69332,1
68540,1
80699,1
78113,1
95699,1
43568,0
37135,1
69466,1
50706,1
84371,1
60063,1
33938,1
32952,1
11034,1
69305,1
82827,1
23797,1
50723,1
75106,0
88155,1
73764,1
62043,1
88173,1
12047,0
98535,1
72146,1
94822,0
35795,1
16696,1
11569,1
61624,1
78507,0
59686,0
10313,1
16825,0
60252,1
54089,0
26559,1
24440,1
78375,1
99590,1
76736,1
73693,1
59084,1
39781,1
86131,1
33808,1
28187,1
80965,1
42118,1
45503,1
25410,1
18730,0
74642,1
31058,1
38534,1
41855,1
35535,1
63330,1
7076,1
70544,1
53041,1
62588,1
20024,0
63174,0
18188,1
73634,1
66925,1
40657,1
76420,0
89676,1
49170,0
30327,0
35825,1
40733,0
66805,0
38234,0
92154,1
9045,1
12149,1
42003,0
88879,1
20204,1
10157,1
15325,1
97558,0
50125,0
21332,0
48274,1
50281,0
34741,0
70802,1
72195,0
98102,1
56135,1
57983,1
93785,1
17591,1
87238,1
83527,1
21802,1
93969,1
72185,1
55868,1
3739,0
4718,1
65294,1
88067,0
33580,0
33944,1
90046,0
72219,1
61320,1
2330,1
26632,1
7929,1
39892,1
64872,1
70520,0
13325,1
54572,0
85960,0
7913,1
93614,1
7996,1
41227,1
30088,0
7193,1
82127,1
8812,1
49371,1
95019,1
91619,1
97940,1
38283,1
45766,1
81525,1
96671,1
85848,1
70193,1
94248,1
73755,1
46483,0
46769,1
10879,0
40300,0
29308,1
11905,1
90714,0
79483,1
20880,1
62609,1
44790,1
93813,1
3049,1
29398,1
99108,1
10618,1
85171,0
38970,1
12020,1
22539,1
31048,1
27642,1
32071,1
78408,1
75914,0
53509,1
67293,1
17326,1
11123,1
41377,1
12025,1
19258,0
26833,1
88955,1
56569,1
21134,0
86745,1
810,1
3768,1
85816,1
73525,1
93388,0
30209,1
60867,1
82887,1
615,0
49190,1
98446,1
13024,1
68504,0
82581,0
46379,1
69667,1
30003,1
45368,1
15881,1
4605,1
39100,1
30671,1
57880,1
28064,0
17312,0
21369,1
50559,0
91587,1
44515,1
34222,0
51585,0
75626,1
12118,1
64687,0
40548,1
13004,1
58219,1
92115,1
15843,0
33122,1
42984,1
26348,1
82719,1
91874,0
66423,1
67021,1
86870,0
12183,1
64804,1
66099,1
90193,1
53818,0
87403,1
38994,1
19777,1
95624,1
46442,1
59011,0
23635,1
40085,1
22919,0
86448,1
94736,1
23837,1
19904,1
97593,1
20595,1
48543,1
46012,1
64840,0
44803,1
16574,1
83845,1
81191,1
34469,1
62122,1
59269,0
70746,0
78238,1
22347,1
2309,1
23167,0
75834,1
97430,1
40425,1
56264,1
22638,0
99043,1
72945,1
85045,1
46630,1
71027,1
57019,1
39412,1
79998,1
13762,1
7745,1
34702,1
24920,0
88028,1
32253,0
6677,1
35136,1
66906,1
62824,1
44086,1
55738,0
71407,1
23946,1
81912,1
46049,1
87079,0
44189,1
67811,1
8193,1
56303,1
36748,1
12313,1
42561,1
26699,1
96413,1
64595,1
89198,1
14060,0
29714,1
80467,1
38698,1
32013,1
29453,1
44019,0
22730,1
19318,0
37463,0
52704,0
4839,1
16034,1
40878,1
60356,1
12529,1
10369,1
13168,0
43156,1
83981,1
44618,1
96452,1
81538,1
21887,1
22536,1
48580,1
66940,1
72496,1
18760,1
77445,1
12179,1
71276,1
3619,1
95870,0
59193,1
41519,1
10933,1
7390,1
28029,1
28238,1
29219,1
61336,1
85753,1
64342,1
1289,1
35451,0
89812,1
81398,1
41824,1
89535,1
86827,1
38673,1
26535,0
69448,1
31441,0
86835,1
98156,1
18169,1
55106,1
52174,1
37574,0
9140,1
32395,1
93599,1
14828,1
8449,0
9543,1
4403,1
78924,1
75818,1
71976,0
93766,1
8761,1
33042,1
